Source;Target;Weight;
Поздеев, Осип Алексеевич;Tolstoy;1;
Чертков, Иван Дмитриевич;Tolstoy;1;
Колхиева, Замира Муратовна;Tolstoy;1;
Пластов, Аркадий Александрович;Tolstoy;1;
Tolstoy;Коттен, Михаил Фридрихович;1;
Срезневский, Всеволод Измаилович;Tolstoy;1;
Tolstoy;Шекспир, Уильям;1;
Tolstoy;Вересаев, Викентий Викентьевич;1;
Толстой, Сергей Львович;Tolstoy;1;
Thomas Hardy;Tolstoy;1;
Шкапская, Мария Михайловна;Tolstoy;1;
Холодная, Вера Васильевна;Tolstoy;1;
Tolstoy;Rainer Maria Rilke;1;
Фрей, Вильям;Tolstoy;1;
Дитерихс, Михаил Константинович;Tolstoy;1;
Каррик, Валерий Вильямович;Tolstoy;1;
Tolstoy;Мережковский, Дмитрий Сергеевич;1;
Ярославский, Емельян Михайлович;Tolstoy;1;
Зуева, Анастасия Платоновна;Tolstoy;1;
Aleksandr Solzhenitsyn;Tolstoy;1;
Кыдыкеева, Бакен;Tolstoy;1;
Tolstoy;Лундквист, Артур;1;
Берс, Александр Александрович;Tolstoy;1;
Mrs. Henry Wood;Tolstoy;1;
Беневский, Аркадий Семёнович;Tolstoy;1;
Оруджев, Заид Меликович;Tolstoy;1;
Долгоруков, Николай Александрович;Tolstoy;1;
Шарапова, Анна Николаевна;Tolstoy;1;
Добролюбов, Николай Александрович;Tolstoy;1;
Мидзогути, Кэндзи;Tolstoy;1;
Моисси, Александр;Tolstoy;1;
Лебедев, Николай Сергеевич;Tolstoy;1;
Дружинин, Александр Васильевич;Tolstoy;1;
Алабина, Инна Ильинична;Tolstoy;1;
Охлопков, Игорь Юрьевич;Tolstoy;1;
Alexey Gribov;Tolstoy;1;
Лурье, Осип Давидович;Tolstoy;1;
Tolstoy;Шацкий, Станислав Теофилович;1;
Смирнов, Валерий Алексеевич;Tolstoy;1;
Каринский, Михаил Иванович;Tolstoy;1;
Симонов, Николай Константинович;Tolstoy;1;
Петровский, Андрей Павлович;Tolstoy;1;
Петерсон, Николай Павлович;Tolstoy;1;
Колошин, Сергей Павлович;Tolstoy;1;
Гинцбург, Илья Яковлевич;Tolstoy;1;
Мамедов, Мехти Асадулла оглы;Tolstoy;1;
Горбунов-Посадов, Иван Иванович;Tolstoy;1;
Нильсон, Кристина;Tolstoy;1;
Доронин, Виталий Дмитриевич;Tolstoy;1;
Агуреева, Полина Владимировна;Tolstoy;1;
Борисов, Иван Фёдорович;Tolstoy;1;
Левицкий, Сергей Львович;Tolstoy;1;
Хмелёв, Николай Павлович;Tolstoy;1;
Ушаков, Сергей Петрович;Tolstoy;1;
Bruno Frejndlikh;Tolstoy;1;
Погадаев, Виктор Александрович;Tolstoy;1;
Поляков, Леон;Tolstoy;1;
Кузьмин, Николай Васильевич (художник);Tolstoy;1;
Фурманов, Рудольф Давыдович;Tolstoy;1;
Малахиева-Мирович, Варвара Григорьевна;Tolstoy;1;
Сирота, Роза Абрамовна;Tolstoy;1;
Tolstoy;Nikolai Gogol;1;
Лодыженский, Митрофан Васильевич;Tolstoy;1;
Заславский, Давид Иосифович;Tolstoy;1;
Попов, Евгений Иванович (толстовец);Tolstoy;1;
Félix Vallotton;Tolstoy;1;
Tolstoy;Хемингуэй, Эрнест;1;
Ковальчук, Анна Леонидовна;Tolstoy;1;
Tolstoy;Дудко, Михаил Дмитриевич;1;
Вагаршян, Вагарш Богданович;Tolstoy;1;
Tolstoy;Катков, Михаил Никифорович;1;
Ахшарумов, Николай Дмитриевич;Tolstoy;1;
Карамзин, Николай Михайлович;Tolstoy;1;
Атажукин, Кази Мусабиевич;Tolstoy;1;
Конкка, Юхани;Tolstoy;1;
Маковицкий, Душан Петрович;Tolstoy;1;
Tolstoy;Сухотина-Альбертини, Татьяна Михайловна;1;
Tolstoy;Bernard Shaw;1;
Лигерс, Робертс;Tolstoy;1;
Баратынский, Лев Андреевич;Tolstoy;1;
Давидович, Аркадий Филиппович;Tolstoy;1;
Якунин, Сергей Александрович;Tolstoy;1;
Торо, Генри Дэвид;Tolstoy;1;
Tolstoy;Флоровский, Георгий Васильевич;1;
Хонина, Наина Владимировна;Tolstoy;1;
Левит, Иезикиил;Tolstoy;1;
Лёвенфельд, Рафаэль;Tolstoy;1;
Спивак, Ицхак;Tolstoy;1;
Бог правду видит, да не скоро скажет;Tolstoy;1;
Артмане, Вия Фрицевна;Tolstoy;1;
Кавалерович, Ежи;Tolstoy;1;
Пастрана, Юлия;Tolstoy;1;
Толстой, Фёдор Иванович;Tolstoy;1;
Агапьева, Наталия Николаевна;Tolstoy;1;
Шмаков, Фёдор Иванович;Tolstoy;1;
Макэвой, Джеймс;Tolstoy;1;
Дильбази, Мирварид Паша кызы;Tolstoy;1;
Иванченко, Александр Львович;Tolstoy;1;
Tolstoy;Ленин, Владимир Ильич;1;
Татаринов, Фёдор Васильевич;Tolstoy;1;
Голубович, Василий Васильевич;Tolstoy;1;
Вейсс, Франциск Родольф;Tolstoy;1;
Грушецкий, Вячеслав Петрович;Tolstoy;1;
Кругозор (журнал, СССР);Tolstoy;1;
Игнатьев, Никон Васильевич;Tolstoy;1;
Менгден, Михаил Александрович;Tolstoy;1;
Мельников, Валентин Викторович;Tolstoy;1;
Ахшарумов, Владимир Дмитриевич;Tolstoy;1;
Tolstoy;Nikolai Leskov;1;
Нурми, Пааво;Tolstoy;1;
Крейцумс, Рудольф;Tolstoy;1;
Tolstoy;Грушецкий, Василий Владимирович;1;
Олсуфьев, Дмитрий Адамович (1862);Tolstoy;1;
Фернандес, Доминик;Tolstoy;1;
Tolstoy;Хоуэллс, Уильям Дин;1;
Шаховской, Дмитрий Иванович;Tolstoy;1;
Лисенко, Наталья Андриановна;Tolstoy;1;
Приёмыхов, Валерий Михайлович;Tolstoy;1;
Мещерская, Екатерина Николаевна;Tolstoy;1;
Лебзак, Ольга Яковлевна;Tolstoy;1;
Тронин, Василий Аркадьевич;Tolstoy;1;
Храпченко, Михаил Борисович;Tolstoy;1;
Руссель, Альбер;Tolstoy;1;
Езепов, Вячеслав Иванович;Tolstoy;1;
Tolstoy;Pierre-Joseph Proudhon;1;
Лозицкая, Людмила Алексеевна;Tolstoy;1;
Оболенский, Дмитрий Дмитриевич (1844);Tolstoy;1;
Биншток, Владимир Львович;Tolstoy;1;
Литвинова, Айви Вальтеровна;Tolstoy;1;
Кольцов, Юрий Эрнестович;Tolstoy;1;
Шекспир, Уильям;Tolstoy;1;
Tolstoy;Васькин, Александр Анатольевич;1;
Бикбулатова, Зайтуна Исламовна;Tolstoy;1;
Кадлубовский, Арсений Петрович;Tolstoy;1;
Загвоздкина, Иустина Ивановна;Tolstoy;1;
Ге, Николай Николаевич;Tolstoy;1;
Малов, Аркадий Васильевич;Tolstoy;1;
Снежина, Татьяна Валерьевна;Tolstoy;1;
Tolstoy;Jean-Jacques Rousseau;1;
Tolstoy;Столыпин, Пётр Аркадьевич;1;
Гликман, Исаак Давыдович;Tolstoy;1;
Прокофьев, Сергей Сергеевич;Tolstoy;1;
Станюта, Александр Александрович;Tolstoy;1;
Апраксин, Владимир Степанович;Tolstoy;1;
Энгельгардт, Михаил Александрович;Tolstoy;1;
Гольденвейзер, Лев Владимирович;Tolstoy;1;
Дахненко, Василий Владимирович;Tolstoy;1;
Зверев, Николай Андреевич;Tolstoy;1;
Heinrich Zschokke;Tolstoy;1;
Вестдейк, Симон;Tolstoy;1;
Фишер, Карл Андреевич;Tolstoy;2;
Катков, Михаил Никифорович;Tolstoy;1;
Костецкий, Владимир Николаевич;Tolstoy;1;
Наджми, Кави Гибятович;Tolstoy;1;
Жжёнов, Георгий Степанович;Tolstoy;1;
Андрусяк, Иван Михайлович;Tolstoy;1;
Рытхэу, Юрий Сергеевич;Tolstoy;1;
Незнамова, Нина Фатеевна;Tolstoy;1;
Андреевская, Варвара Павловна;Tolstoy;1;
Boris Shcherbakov;Tolstoy;1;
Гусев, Николай Николаевич;Tolstoy;1;
Назаренко, Дмитрий Илларионович;Tolstoy;1;
Есенин, Сергей Александрович;Tolstoy;1;
Tolstoy;Frank Norris;1;
Ухтомский, Эспер Эсперович;Tolstoy;1;
Могилевская, Софья Абрамовна;Tolstoy;1;
Константинов, Константин Иванович;Tolstoy;1;
Усов, Сергей Алексеевич;Tolstoy;1;
Параконьев, Константин Иосифович;Tolstoy;1;
Stefan Zweig;Tolstoy;1;
Елеонский, Николай Александрович;Tolstoy;1;
Шишков, Матвей Андреевич;Tolstoy;1;
Хамидов, Абдул-Хамид Хамидович;Tolstoy;1;
Уварова, Прасковья Сергеевна;Tolstoy;1;
Аш, Шолом;Tolstoy;1;
Горчакова, Елена Сергеевна;Tolstoy;1;
Краско, Иван Иванович;Tolstoy;1;
Хирьяков, Александр Модестович;Tolstoy;1;
Зариньш, Маргер Оттович;Tolstoy;1;
Кинг, Мартин Лютер;Tolstoy;1;
Tolstoy;Якимах, Алексей Абрамович;1;
Игнатов, Илья Николаевич;Tolstoy;1;
Tolstoy;Ludwig van Beethoven;1;
Мартьянов, Михаил Александрович;Tolstoy;1;
Свободин, Павел Матвеевич;Tolstoy;1;
Чеханков, Фёдор Яковлевич;Tolstoy;1;
Юрьев, Сергей Андреевич;Tolstoy;1;
Tolstoy;Ivan Aleksandrovich Goncharov;1;
Ностиц, Григорий Иванович (1862);Tolstoy;1;
Климова, Александра Ивановна;Tolstoy;1;
Степанова, Ангелина Иосифовна;Tolstoy;1;
Зеркалова, Дарья Васильевна;Tolstoy;1;
Тамен, Педру;Tolstoy;1;
Волков, Николай Дмитриевич;Tolstoy;1;
Сютаев, Василий Кириллович;Tolstoy;1;
Коршунов, Александр Викторович;Tolstoy;1;
Львов, Евгений Владимирович;Tolstoy;1;
Горский, Александр Константинович;Tolstoy;1;
Пассек, Евгений Вячеславович;Tolstoy;1;
Кансинос-Ассенс, Рафаэль;Tolstoy;1;
Лев Толстой (теплоход, проект Q-056);Tolstoy;1;
Янгхазбенд, Фрэнсис;Tolstoy;1;
Истомин, Владимир Константинович;Tolstoy;1;
Помяновский, Ежи;Tolstoy;1;
Яшвиль, Владимир Владимирович;Tolstoy;1;
Князев, Евгений Владимирович;Tolstoy;1;
Кундзич, Алексей Леонардович;Tolstoy;1;
Вахтёров, Александр Константинович;Tolstoy;1;
Кирша, Фаустас;Tolstoy;1;
Завадовская, Вера Николаевна;Tolstoy;1;
Арапова, Александра Петровна;Tolstoy;1;
Репин, Илья Ефимович;Tolstoy;1;
Эверса, Даце;Tolstoy;1;
Аксаков, Сергей Тимофеевич;Tolstoy;1;
Tolstoy;Georgii Valentinovich Plekhanov;1;
Дуров, Лев Константинович;Tolstoy;1;
Воронович, Александра Петровна;Tolstoy;1;
Данилевский, Григорий Петрович;Tolstoy;1;
Ralph Waldo Emerson;Tolstoy;1;
Ясинский, Иероним Иеронимович;Tolstoy;1;
Нарышкин, Константин Павлович;Tolstoy;1;
Абрахам, Джеральд;Tolstoy;1;
Гуревич, Моисей Вульфович;Tolstoy;1;
Пархоменко, Иван Кириллович;Tolstoy;2;
Лазарев, Александр Сергеевич;Tolstoy;1;
Кутепов, Александр Яковлевич;Tolstoy;1;
Rainer Maria Rilke;Tolstoy;1;
Paul Hervieu;Tolstoy;1;
Гунченко, Антонина Васильевна;Tolstoy;1;
Yuri Chernov;Tolstoy;1;
Крамов, Александр Григорьевич;Tolstoy;1;
Киров, Сергей Миронович;Tolstoy;1;
Иванова, Ольга Владимировна;Tolstoy;1;
Софронов, Анемподист Иванович;Tolstoy;1;
Обухова, Варвара Александровна;Tolstoy;1;
Эрдели, Иван Георгиевич;Tolstoy;1;
Евстигнеев, Евгений Александрович;Tolstoy;1;
Марсден, Кэт;Tolstoy;1;
Климов, Михаил Михайлович;Tolstoy;1;
Tolstoy;Robert Schumann;1;
Голицына, Варвара Васильевна;Tolstoy;2;
Воронцов, Семён Михайлович;Tolstoy;1;
Михайловский, Николай Константинович;Tolstoy;1;
Казембек, Александр Касимович;Tolstoy;1;
Mikhail Yefremov;Tolstoy;1;
Байковский, Ефим Ицкович;Tolstoy;1;
Род, Эдуар;Tolstoy;1;
Толстой, Лёв Николаевич;Tolstoy;1;
Мординов, Николай Егорович;Tolstoy;1;
Бинкис, Казис;Tolstoy;1;
Бойд, Брайан;Tolstoy;1;
Шмаринов, Дементий Алексеевич;Tolstoy;1;
Кузминская, Татьяна Андреевна;Tolstoy;1;
Филипп, Шарль-Луи;Tolstoy;1;
Штефаник, Милан Растислав;Tolstoy;1;
Ильинский, Игорь Александрович;Tolstoy;1;
Книжник-Ветров, Иван Сергеевич;Tolstoy;1;
Tolstoy;John Galsworthy;1;
Стахович, Софья Александровна;Tolstoy;1;
Давыдов, Олег Викторович;Tolstoy;1;
Tolstoy;Benjamin Franklin;1;
Окутюрье, Мишель;Tolstoy;1;
Tolstoy;Толстая, Александра Львовна;1;
Тарханов, Михаил Михайлович;Tolstoy;1;
Вронский, Василий Михайлович;Tolstoy;1;
Зом, Рудольф;Tolstoy;1;
Меркуров, Сергей Дмитриевич;Tolstoy;1;
Апинис, Артур Петрович;Tolstoy;1;
Рюмин, Николай Гаврилович;Tolstoy;1;
Питоль, Серхио;Tolstoy;1;
Янко, Михаил Леонидович;Tolstoy;1;
Кравченко, Виталий Васильевич;Tolstoy;1;
Анзимиров, Владимир Александрович;Tolstoy;1;
Ермилов, Владимир Владимирович;Tolstoy;1;
Ланжерон, Александр Фёдорович;Tolstoy;1;
Морозов, Николай Александрович (революционер);Tolstoy;1;
Роланд Холст, Генриетта;Tolstoy;1;
Экземплярский, Василий Ильич;Tolstoy;1;
Рачинский, Сергей Александрович;Tolstoy;1;
Юхананов, Борис Юрьевич;Tolstoy;1;
Воронцов, Михаил Семёнович;Tolstoy;1;
Вагнер, Николай Петрович;Tolstoy;1;
Брам, Отто;Tolstoy;1;
Тургенев, Александр Михайлович;Tolstoy;1;
Лурье, Яков Соломонович;Tolstoy;1;
